Date,Open,High,Low,Close,Adj Close,Volume
2020-05-15,57.400002,58.369999,56.959999,58.279999,58.279999,21373300
2020-05-18,59.740002,60.279999,59.360001,59.919998,59.919998,20443700
2020-05-19,60.130001,61.770000,59.849998,60.290001,60.290001,21865000
2020-05-20,61.160000,63.490002,61.020000,63.099998,63.099998,30584000
2020-05-21,63.099998,63.799999,61.820000,61.980000,61.980000,20987700
2020-05-22,61.980000,62.320000,61.419998,62.259998,62.259998,14103000
2020-05-26,63.680000,64.139999,62.119999,62.340000,62.340000,20933600
2020-05-27,62.320000,63.590000,61.070000,63.560001,63.560001,19886300
2020-05-28,63.000000,63.450001,61.490002,61.700001,61.700001,17253500
2020-05-29,61.900002,63.660000,61.619999,62.930000,62.930000,33395700
2020-06-01,62.490002,62.660000,61.660000,61.860001,61.860001,14317700
2020-06-02,61.700001,62.169998,60.830002,62.119999,62.119999,20702400
2020-06-03,62.450001,62.540001,61.529999,61.930000,61.930000,16737300
2020-06-04,61.740002,63.470001,61.340000,62.970001,62.970001,22010100
2020-06-05,63.360001,65.110001,63.160000,64.339996,64.339996,26813100
2020-06-08,63.970001,64.150002,62.939999,63.669998,63.669998,21546200
2020-06-09,62.990002,63.709999,62.900002,63.040001,63.040001,23594100
2020-06-10,62.790001,64.290001,62.750000,63.869999,63.869999,21367800
2020-06-11,63.070000,63.299999,59.520000,59.700001,59.700001,26998200
2020-06-12,60.110001,60.959999,58.119999,59.330002,59.330002,30404600
2020-06-15,59.330002,60.360001,58.580002,60.099998,60.099998,29651700
2020-06-16,61.490002,61.650002,59.490002,60.400002,60.400002,23226600
2020-06-17,60.740002,61.279999,60.060001,60.490002,60.490002,20442300
2020-06-18,60.349998,60.509998,59.320000,60.080002,60.080002,24899700
2020-06-19,60.650002,60.889999,59.099998,59.619999,59.619999,60336100
2020-06-22,59.730000,60.549999,58.830002,60.090000,60.090000,22846000
2020-06-23,60.189999,60.470001,59.860001,59.919998,59.919998,22809600
2020-06-24,59.639999,59.810001,58.669998,59.090000,59.090000,27764500
2020-06-25,58.980000,59.090000,57.480000,58.509998,58.509998,21906900
2020-06-26,58.490002,58.730000,57.070000,57.500000,57.500000,38477500
2020-06-29,57.470001,58.349998,56.759998,58.270000,58.270000,22150300
2020-06-30,58.709999,59.980000,58.540001,59.830002,59.830002,31542100
2020-07-01,59.910000,60.029999,58.759998,58.810001,58.810001,14748100
2020-07-02,59.189999,59.810001,58.970001,59.130001,59.130001,15578600
2020-07-06,58.720001,59.619999,58.599998,59.540001,59.540001,20536700
2020-07-07,59.070000,59.570000,58.139999,58.310001,58.310001,15981400
